policyid,Country,VehicleType,VehicleUsage,Power,Weight,Colour,VehicleFirstRegistrationYear,VehicleAge,Mark,Model,EngineType,RenewalIndicator,Leasing,Deductible_general,Deductible_glass,premium,suminsured,policy_period_in_years,year
195,LV,Passenger car,Regular,75,1855,Tumši peleka,2006,6,AUDI,A3,Benzine,0,1,140,70,324.5,8400,1,2012
196,LV,Passenger car,Regular,75,1870,Tumši zila,2007,5,VOLKSWAGEN,JETTA,Benzine,0,1,140,40,337.5,7100,1,2012
197,LV,Passenger car,Regular,75,1880,Gaiši bruna,2012,2,SKODA,OCTAVIA,Benzine,1,0,140,70,515.7,10870,1,2014
198,LV,Passenger car,Regular,75,1880,Gaiši bruna,2012,1,SKODA,OCTAVIA,Benzine,1,0,142.29,71.14,489.6,12120,1,2013
199,LV,Passenger car,Regular,75,1880,Gaiši bruna,2012,0,SKODA,OCTAVIA,Benzine,0,0,142.29,71.14,457.5,15250,1.002739726,2012
200,LV,Passenger car,Regular,50,1535,Gaiši peleka,2006,8,PEUGEOT,206,Diesel,0,0,140,70,197.7,1790,1,2014
201,LV,Passenger car,Regular,71,1655,Gaiši peleka,2006,6,TOYOTA,COROLLA,Benzine,1,0,142.29,71.14,251.2,7000,1,2012
202,LV,Passenger car,Regular,75,1900,Gaiši bruna,2008,6,VOLKSWAGEN,GOLF,Benzine,1,0,140,40,220.5,7290,1,2014
203,LV,Passenger car,Regular,75,1900,Gaiši bruna,2008,5,VOLKSWAGEN,GOLF,Benzine,1,0,142.29,42.69,232,7630,1,2013
204,LV,Passenger car,Regular,75,1900,Gaiši bruna,2008,4,VOLKSWAGEN,GOLF,Benzine,1,0,142.29,42.69,248.3,10050,1,2012
205,LV,Passenger car,Regular,75,1915,Peleka,2006,8,SKODA,OCTAVIA,Benzine,1,0,140,70,264.7,4400,1,2014
206,LV,Passenger car,Regular,75,1915,Peleka,2006,6,SKODA,OCTAVIA,Benzine,1,0,142.29,71.14,217.6,7300,1,2012
207,LV,Passenger car,Regular,75,1915,Peleka,2006,7,SKODA,OCTAVIA,Benzine,1,0,142.29,71.14,216.1,7100,1,2013
208,LV,Passenger car,Regular,75,1930,Gaiši peleka,2005,7,SKODA,OCTAVIA,Benzine,1,0,142.29,71.14,221.2,6490,1,2012
209,LV,Passenger car,Regular,75,1930,Gaiši peleka,2006,8,SKODA,OCTAVIA,Benzine,1,0,140,70,260.4,6700,1,2014
210,LV,Passenger car,Regular,75,1930,Gaiši peleka,2006,7,SKODA,OCTAVIA,Benzine,1,0,142.29,71.14,268.5,7000,1,2013
211,LV,Passenger car,Regular,75,1930,Gaiši peleka,2006,6,SKODA,OCTAVIA,Benzine,1,0,142.29,71.14,231.2,7300,1,2012
212,LV,Passenger car,Regular,75,1930,Gaiši peleka,2008,5,SKODA,OCTAVIA,Benzine,1,0,140,70,221.6,7280,1,2013
213,LV,Passenger car,Regular,75,1930,Gaiši peleka,2008,4,SKODA,OCTAVIA,Benzine,1,1,140,70,251.7,7700,1,2012
214,LV,Passenger car,Regular,75,1930,Kiršu,2009,3,SKODA,OCTAVIA,Benzine,1,1,142.29,71.14,346.9,12210,1.002739726,2012
215,LV,Passenger car,Regular,75,2186,Kiršu,2004,10,VOLKSWAGEN,CADDY LIFE,Benzine,1,0,140,70,180.1,5000,1,2014
216,LV,Passenger car,Regular,90,1920,Balta,2014,0,MERCEDES BENZ,CLA 180,Benzine,0,0,140,70,1009,32600,1,2014
217,LV,Passenger car,Regular,90,1950,Balta,2013,1,MERCEDES BENZ,B 180,Benzine,1,0,140,70,755.6,27800,1,2014
218,LV,Passenger car,Regular,74,1635,Tumši zala,2002,10,FORD,FOCUS,Benzine,1,0,142.29,71.14,183.6,2250,1,2012
219,LV,Passenger car,Regular,74,1730,Zila,2005,8,FORD,FOCUS,Benzine,1,0,140,70,165,3800,1,2013
220,LV,Passenger car,Regular,74,1730,Zila,2005,7,FORD,FOCUS,Benzine,0,1,140,70,198,4000,1,2012
221,LV,Passenger car,Regular,74,1730,Balta un melna,2006,7,FORD,FOCUS,Benzine,1,0,140,70,104,5200,0.465753425,2013
222,LV,Passenger car,Regular,74,1730,Balta un melna,2006,6,FORD,FOCUS,Benzine,1,0,140,70,226,5620,1,2012
223,LV,Passenger car,Regular,74,1730,Balta,2007,5,FORD,FOCUS,Benzine,1,1,140,70,95,6240,0.361643836,2012
224,LV,Passenger car,Regular,74,1730,Melna,2007,7,FORD,FOCUS,Benzine,1,0,140,70,188,7180,1,2014
225,LV,Passenger car,Regular,81,1857,Peleka tonmainas,2012,2,RENAULT,MEGANE,Diesel,1,1,140,70,441.9,12400,1,2014
226,LV,Passenger car,Regular,81,1857,Peleka tonmainas,2012,1,RENAULT,MEGANE,Diesel,1,1,140,70,447.7,14900,1,2013
227,LV,Passenger car,Regular,81,1930,Peleka,2011,3,NISSAN,QASHQAI,Diesel,1,0,140,70,276.8,14600,1,2014
228,LV,Passenger car,Regular,81,1930,Peleka,2011,2,NISSAN,QASHQAI,Diesel,1,0,142.29,71.14,373.7,16070,1,2013
229,LV,Passenger car,Regular,81,1930,Peleka,2011,1,NISSAN,QASHQAI,Diesel,1,0,142.29,71.14,412.1,19300,1,2012
230,LV,Passenger car,Regular,81,1930,Melna,2012,0,NISSAN,QASHQAI,Diesel,0,1,142.29,71.14,469,24670,1,2012
231,LV,Passenger car,Regular,70,1570,Peleka,2005,9,MITSUBISHI,COLT,Diesel,0,0,140,70,9.8,2200,0.068493151,2014
232,LV,Passenger car,Regular,55,1565,Balta,2014,0,TOYOTA,YARIS HYBRID,Benzine,0,1,140,70,480,17620,1,2014
233,LV,Passenger car,Regular,55,1565,Balta,2014,0,TOYOTA,YARIS HYBRID,Benzine,0,0,140,70,658.5,18350,1,2014
234,LV,Passenger car,Regular,55,1565,Balta,2014,0,TOYOTA,YARIS HYBRID,Benzine,0,1,140,70,365,17260,1,2014
235,LV,Passenger car,Regular,57,1725,Sarkana,2007,5,TOYOTA,PRIUS,Benzine,0,1,142.29,71.14,433.1,7940,1,2012
236,LV,Passenger car,Regular,72,1710,Gaiši zila,2005,8,NISSAN,ALMERA,Benzine,1,0,142.29,71.14,230.6,4780,1,2013
237,LV,Passenger car,Regular,72,1710,Gaiši zila,2005,7,NISSAN,ALMERA,Benzine,0,0,142.29,71.14,210.4,4640,1,2012
238,LV,Passenger car,Regular,110,2030,Melna,2013,0,VOLVO,S60,Benzine,0,1,142.29,71.14,468,22590,0.824657534,2013
239,LV,Passenger car,Regular,110,2030,Melna,2013,1,VOLVO,S60,Benzine,1,1,140,70,414,22590,1,2014
240,LV,Passenger car,Regular,55,2035,Melna,2012,2,VOLKSWAGEN,CADDY,Diesel,0,1,140,70,257,15000,1,2014
241,LV,Passenger car,Regular,55,2035,Balta,2013,1,VOLKSWAGEN,CADDY,Diesel,1,1,140,70,447.4,13620,1,2014
242,LV,Passenger car,Regular,55,2035,Balta,2013,0,VOLKSWAGEN,CADDY,Diesel,0,1,140,70,484.2,16970,1,2013
243,LV,Passenger car,Regular,66,1650,Gaiši peleka,2011,3,VOLKSWAGEN,POLO,Diesel,0,0,140,40,357.1,11500,1,2014
244,LV,Passenger car,Regular,66,1860,Gaiši peleka,2011,3,VOLKSWAGEN,GOLF,Diesel,1,1,140,40,410.3,9000,1,2014
245,LV,Passenger car,Regular,66,1860,Gaiši peleka,2011,3,VOLKSWAGEN,GOLF,Diesel,1,1,140,40,410.3,9600,1,2014
246,LV,Passenger car,Regular,66,1860,Gaiši peleka,2011,2,VOLKSWAGEN,GOLF,Diesel,0,1,140,40,118.1,11500,0.276712329,2013
247,LV,Passenger car,Regular,74,1935,Gaiši peleka,1999,15,OPEL,ZAFIRA,Benzine,1,0,140,70,155.2,1900,1,2014
248,LV,Passenger car,Regular,74,1935,Gaiši peleka,1999,13,OPEL,ZAFIRA,Benzine,1,0,142.29,71.14,222,2420,1,2012
249,LV,Passenger car,Regular,75,2264,Gaiši peleka,2014,0,VOLKSWAGEN,CADDY,Diesel,0,0,140,70,400.8,23540,1,2014
250,LV,Passenger car,Regular,85,1920,Gaiši peleka,2012,2,HYUNDAI,I30 CW,Diesel,0,1,140,70,298.5,10100,1,2014
251,LV,Passenger car,Regular,85,1920,Gaiši peleka,2012,2,HYUNDAI,I30 CW,Diesel,0,1,140,70,298.5,10700,1,2014
252,LV,Passenger car,Regular,94,1920,Bruna,2013,1,KIA,CEED,Diesel,1,1,140,70,521.1,14000,1,2014
253,LV,Passenger car,Regular,94,1920,Bruna,2013,1,KIA,CEED,Diesel,1,1,140,70,406,15080,1,2014
254,LV,Passenger car,Regular,94,1920,Bruna,2013,0,KIA,CEED,Diesel,0,1,140,70,406,15080,1,2013
255,LV,Passenger car,Regular,94,1920,Peleka tonmainas,2013,0,KIA,CEED,Diesel,0,1,140,70,500,18410,1,2013
256,LV,Passenger car,Regular,77,1870,,2013,0,VOLKSWAGEN,GOLF,Diesel,1,1,140,40,433.9,18280,1,2013
257,LV,Passenger car,Regular,77,1870,Melna,2013,1,VOLKSWAGEN,GOLF,Diesel,0,1,140,40,308.7,14500,1,2014
258,LV,Passenger car,Regular,77,1910,Bruna,2012,1,VOLKSWAGEN,JETTA,Diesel,1,0,142.29,42.69,414,16670,1,2013
259,LV,Passenger car,Regular,77,1910,Bruna,2012,0,VOLKSWAGEN,JETTA,Diesel,0,0,142.29,42.69,414,16960,1,2012
260,LV,Passenger car,Regular,77,1910,Bruna,2012,0,VOLKSWAGEN,JETTA,Diesel,0,1,142.29,42.69,549.6,24900,1,2012
261,LV,Passenger car,Regular,77,1910,Gaiši peleka,2012,0,VOLKSWAGEN,JETTA,Diesel,0,0,142.29,42.69,418.8,18700,1,2012
262,LV,Passenger car,Regular,77,1910,Gaiši peleka,2012,0,VOLKSWAGEN,JETTA,Diesel,0,0,142.29,42.69,418.8,18500,1,2012
263,LV,Passenger car,Regular,77,1930,Gaiši peleka,2011,1,VOLKSWAGEN,JETTA,Diesel,1,1,140,40,464.4,18100,1,2012
264,LV,Passenger car,Regular,77,1930,Melna,2011,3,VOLKSWAGEN,JETTA,Diesel,1,1,140,40,356.5,11300,1,2014
265,LV,Passenger car,Regular,77,1930,Gaiši bruna,2014,0,VOLKSWAGEN,JETTA,Diesel,0,0,140,40,386.2,19660,1,2014
266,LV,Passenger car,Regular,77,1950,Gaiši bruna,2012,0,SKODA,OCTAVIA,Diesel,0,1,142.29,71.14,477,17210,1,2012
267,LV,Passenger car,Regular,77,1950,Gaiši peleka,2012,0,SKODA,OCTAVIA,Diesel,0,1,142.29,71.14,611.2,17850,1.002739726,2012
268,LV,Passenger car,Regular,77,1965,Tumši zila,2011,1,SKODA,OCTAVIA,Diesel,1,1,142.29,71.14,159.6,15360,0.38630137,2012
269,LV,Passenger car,Regular,77,1965,Tumši zila,2011,3,SKODA,OCTAVIA,Diesel,0,0,140,70,320.7,8300,1,2014
270,LV,Passenger car,Regular,77,1965,Gaiši peleka,2012,0,SKODA,OCTAVIA,Diesel,0,1,142.29,71.14,646.1,20640,1.002739726,2012
271,LV,Passenger car,Regular,77,1965,Melna,2012,0,SKODA,OCTAVIA,Diesel,0,0,140,70,436,20300,1.002739726,2012
272,LV,Passenger car,Regular,77,1965,Tumši zila,2012,0,SKODA,OCTAVIA,Diesel,0,1,142.29,71.14,489.1,18080,1,2012
273,LV,Passenger car,Regular,77,1965,Tumši zila,2012,0,SKODA,OCTAVIA,Diesel,0,1,142.29,71.14,489.1,19080,1,2012
274,LV,Passenger car,Regular,77,1965,Tumši zila,2012,0,SKODA,OCTAVIA,Diesel,0,1,142.29,71.14,481.5,20290,1,2012
275,LV,Passenger car,Regular,77,1695,Melna,2006,6,MAZDA,3,Benzine,1,1,140,70,207.5,5600,1,2012
276,LV,Passenger car,Regular,77,1695,Zila,2006,8,MAZDA,3,Benzine,1,0,140,70,215,6700,1,2014
277,LV,Passenger car,Regular,77,1695,Zila,2006,7,MAZDA,3,Benzine,1,0,142.29,71.14,215.7,6760,1,2013
278,LV,Passenger car,Regular,77,1695,Zila,2006,6,MAZDA,3,Benzine,0,0,142.29,71.14,251.8,7030,1,2012
279,LV,Passenger car,Regular,77,1720,Peleka,2005,7,MAZDA,3,Benzine,1,0,142.29,71.14,239.7,4690,1.002739726,2012
280,LV,Passenger car,Regular,77,1720,Sarkana,2005,7,MAZDA,3,Benzine,1,1,140,70,197.5,6500,1,2012
281,LV,Passenger car,Regular,77,1725,Gaiši bruna,2006,6,MAZDA,3,Benzine,1,1,140,70,178.5,5500,1,2012
282,LV,Passenger car,Regular,77,1725,Melna,2006,6,MAZDA,3,Benzine,1,0,140,70,270.3,7000,1,2012
283,LV,Passenger car,Regular,77,1725,Melna,2006,8,MAZDA,3,Benzine,1,0,140,70,219.8,7900,1,2014
284,LV,Passenger car,Regular,77,1725,Gaiši bruna,2007,5,MAZDA,3,Benzine,0,0,142.29,71.14,312.1,6910,1,2012
285,LV,Passenger car,Regular,77,1725,Melna,2008,4,MAZDA,3,Benzine,0,1,142.29,71.14,311.2,7540,1.002739726,2012
286,LV,Passenger car,Regular,77,1750,Gaiši bruna,2007,6,MAZDA,3,Benzine,1,1,142.29,71.14,151,7840,0.542465753,2013
287,LV,Passenger car,Regular,77,1750,Gaiši bruna,2007,5,MAZDA,3,Benzine,1,1,142.29,71.14,332.3,8230,1,2012
288,LV,Passenger car,Regular,77,1760,Gaiši peleka,2003,9,VOLKSWAGEN,BORA,Benzine,1,1,142.29,42.69,166.1,3300,1,2012
289,LV,Passenger car,Regular,77,1770,Peleka,2011,2,MAZDA,3,Benzine,1,1,142.29,71.14,410.9,15540,1,2013
290,LV,Passenger car,Regular,77,1770,Peleka,2011,1,MAZDA,3,Benzine,0,1,142.29,71.14,449,15930,1,2012
291,LV,Passenger car,Regular,77,1830,Melna,2013,0,VOLKSWAGEN,GOLF,Diesel,0,1,142.29,42.69,380.4,25700,1,2013
292,LV,Passenger car,Regular,77,1870,Gaiši bruna,2012,0,VOLKSWAGEN,GOLF,Diesel,0,0,142.29,42.69,471.4,17470,1,2012
293,LV,Passenger car,Regular,77,1870,Gaiši bruna,2012,0,VOLKSWAGEN,GOLF,Diesel,0,0,142.29,42.69,471.4,16670,1,2012
294,LV,Passenger car,Regular,77,1870,Gaiši bruna,2012,0,VOLKSWAGEN,GOLF,Diesel,0,0,142.29,42.69,471.4,17870,1,2012
295,LV,Passenger car,Regular,97,1760,Melna,2013,0,TOYOTA,COROLLA,Benzine,0,1,142.29,71.14,457.4,17900,1,2013
296,LV,Passenger car,Regular,97,1770,Zila tonmainas,2014,0,TOYOTA,COROLLA,Benzine,0,1,140,70,422,17140,1,2014
297,LV,Passenger car,Regular,97,1830,Gaiši zila,2013,0,TOYOTA,AURIS,Benzine,0,1,142.29,71.14,366.8,19560,1,2013
298,LV,Passenger car,Regular,97,1830,Sarkana,2013,0,TOYOTA,AURIS,Benzine,0,1,140,70,437,20140,1,2013
299,LV,Passenger car,Regular,97,1830,Gaiši peleka,2014,0,TOYOTA,AURIS,Benzine,0,1,140,70,373,17970,1,2014
300,LV,Passenger car,Regular,74,1730,Melna,2007,6,FORD,FOCUS,Benzine,1,0,140,70,221,7440,1,2013
301,LV,Passenger car,Regular,74,1730,Melna,2007,5,FORD,FOCUS,Benzine,1,1,140,70,245,7790,1,2012
302,LV,Passenger car,Regular,74,1820,Melna,2008,6,FORD,FOCUS,Benzine,1,1,140,70,231,5900,1,2014
303,LV,Passenger car,Regular,74,1820,Melna,2008,5,FORD,FOCUS,Benzine,1,1,140,70,248,6390,1,2013
304,LV,Passenger car,Regular,74,1820,Melna,2008,4,FORD,FOCUS,Benzine,1,1,140,70,261,6760,1,2012
305,LV,Passenger car,Regular,74,1820,Zila,2008,6,FORD,FOCUS,Benzine,1,0,140,70,208,6100,1,2014
306,LV,Passenger car,Regular,74,1820,Zila,2008,5,FORD,FOCUS,Benzine,1,0,140,70,219,6600,1,2013
307,LV,Passenger car,Regular,74,1820,Zila,2009,4,FORD,FOCUS,Benzine,1,0,142.29,71.14,449.9,8250,1,2013
308,LV,Passenger car,Regular,74,1820,Zila,2009,3,FORD,FOCUS,Benzine,1,0,142.29,71.14,506.8,9870,1,2012
309,LV,Passenger car,Regular,77,1825,Bruna,2011,1,FORD,FOCUS,Benzine & Gas,0,1,142.29,71.14,352.1,16610,0.964383562,2012
310,LV,Passenger car,Regular,77,1825,Gaiši peleka,2012,2,FORD,FOCUS,Benzine,0,0,140,70,56,10600,0.101369863,2014
311,LV,Passenger car,Regular,77,1825,Balta,2012,0,FORD,FOCUS,Benzine & Gas,0,1,140,70,384,16690,1,2012
312,LV,Passenger car,Regular,77,1825,Dzeltena tonmainas,2012,2,FORD,FOCUS,Benzine & Gas,1,1,140,70,373,14200,1,2014
313,LV,Passenger car,Regular,77,1825,Dzeltena tonmainas,2012,0,FORD,FOCUS,Benzine & Gas,0,1,140,70,404,16130,1,2012
314,LV,Passenger car,Regular,77,1825,Dzeltena tonmainas,2012,1,FORD,FOCUS,Benzine & Gas,1,1,140,70,385,16130,1,2013
315,LV,Passenger car,Regular,77,1825,Zila,2012,2,FORD,FOCUS,Benzine & Gas,1,1,140,70,353,11730,1,2014
316,LV,Passenger car,Regular,77,1825,Zila,2012,1,FORD,FOCUS,Benzine & Gas,1,1,140,70,366,13150,1,2013
317,LV,Passenger car,Regular,77,1825,Oranža,2013,1,FORD,FOCUS,Benzine,1,1,140,70,370.8,10500,1,2014
318,LV,Passenger car,Regular,91,1760,Gaiši peleka,2007,7,TOYOTA,COROLLA,Benzine,1,1,140,70,160.1,8500,0.860273973,2014
319,LV,Passenger car,Regular,91,1760,Gaiši peleka,2008,5,TOYOTA,COROLLA,Benzine,1,1,142.29,71.14,352.1,9650,1,2013
320,LV,Passenger car,Regular,91,1760,Gaiši zila,2008,4,TOYOTA,COROLLA,Benzine,0,1,142.29,71.14,304.5,9960,1,2012
321,LV,Passenger car,Regular,91,1760,Gaiši peleka,2009,3,TOYOTA,COROLLA,Benzine,1,1,140,70,413.9,12050,1,2012
322,LV,Passenger car,Regular,91,1760,Sarkana,2009,4,TOYOTA,COROLLA,Benzine,1,1,142.29,71.14,327.2,9560,1,2013
323,LV,Passenger car,Regular,96,2005,Gaiši peleka,2014,0,NISSAN,QASHQAI,Diesel,0,0,140,70,515.9,23900,1,2014
324,LV,Passenger car,Regular,96,2005,Melna,2014,0,NISSAN,QASHQAI,Diesel,0,0,140,70,580.4,28500,1,2014
325,LV,Passenger car,Regular,77,1965,Tumši zila,2012,0,SKODA,OCTAVIA,Diesel,0,1,142.29,71.14,489.1,18280,1,2012
326,LV,Passenger car,Regular,77,1965,Tumši zila,2012,0,SKODA,OCTAVIA,Diesel,0,1,142.29,71.14,489.1,18480,1,2012
327,LV,Passenger car,Regular,77,1980,Gaiši zila,2010,2,VOLKSWAGEN,GOLF,Diesel,1,1,140,40,450.8,12800,1,2012
328,LV,Passenger car,Regular,77,1980,Melna,2012,0,VOLKSWAGEN,GOLF,Diesel,0,1,140,40,432.9,19470,1,2012
329,LV,Passenger car,Regular,77,1980,Melna,2012,0,VOLKSWAGEN,GOLF,Diesel,0,1,140,40,432.9,18870,1,2012
330,LV,Passenger car,Regular,77,1990,Balta un vairakkrasu,2012,1,SKODA,OCTAVIA,Diesel,0,1,140,70,473.7,19280,1,2013
331,LV,Passenger car,Regular,77,2024,Melna,2011,1,SEAT,ALTEA XL,Diesel,1,1,142.29,71.14,354.8,19120,1,2012
332,LV,Passenger car,Regular,77,2049,Balta,2012,2,SEAT,ALTEA XL,Diesel,1,1,140,70,254.5,14400,0.410958904,2014
333,LV,Passenger car,Regular,77,2060,Melna,2010,4,VOLKSWAGEN,PASSAT,Diesel,0,0,140,40,405.6,10700,1,2014
334,LV,Passenger car,Regular,77,2180,Gaiši peleka,2011,1,VOLKSWAGEN,TOURAN,Diesel,1,0,142.29,42.69,399,18810,1,2012
335,LV,Passenger car,Regular,80,1660,Gaiši bruna,2005,7,CHEVROLET,LACETTI,Benzine,1,1,142.29,71.14,241,3700,1.002739726,2012
336,LV,Passenger car,Regular,81,1655,Gaiši peleka,2005,9,TOYOTA,COROLLA,Benzine,1,0,140,70,171.4,5440,1,2014
337,LV,Passenger car,Regular,81,1655,Gaiši peleka,2005,8,TOYOTA,COROLLA,Benzine,1,0,142.29,71.14,183,5670,1,2013
338,LV,Passenger car,Regular,81,1655,Gaiši peleka,2005,7,TOYOTA,COROLLA,Benzine,0,0,142.29,71.14,198.1,5920,1,2012
339,LV,Passenger car,Regular,81,1655,Kiršu,2005,9,TOYOTA,COROLLA,Benzine,1,1,140,70,-0.1,5000,0.068493151,2014
340,LV,Passenger car,Regular,81,1655,Kiršu,2005,7,TOYOTA,COROLLA,Benzine,0,1,140,70,291.9,6250,1,2012
341,LV,Passenger car,Regular,81,1655,Gaiši peleka,2006,8,TOYOTA,COROLLA,Benzine,1,0,140,70,224.3,6560,1,2014
342,LV,Passenger car,Regular,81,1655,Gaiši peleka,2006,7,TOYOTA,COROLLA,Benzine,1,0,142.29,71.14,276.6,6830,1,2013
343,LV,Passenger car,Regular,81,1655,Gaiši peleka,2006,6,TOYOTA,COROLLA,Benzine,0,0,142.29,71.14,205.8,7110,1,2012
344,LV,Passenger car,Regular,81,1655,Melna,2006,6,TOYOTA,COROLLA,Benzine,1,1,142.29,71.14,243.4,7030,1,2012
345,LV,Passenger car,Regular,81,1655,Gaiši peleka,2007,7,TOYOTA,COROLLA,Benzine,1,0,140,70,238.1,6500,1,2014
346,LV,Passenger car,Regular,81,1655,Sarkana,2007,6,TOYOTA,COROLLA,Benzine,1,1,142.29,71.14,251,8390,1,2013
347,LV,Passenger car,Regular,81,1670,Tumši peleka,2005,7,TOYOTA,COROLLA,Benzine,1,0,142.29,71.14,258.6,6400,1,2012
348,LV,Passenger car,Regular,81,1670,Gaiši peleka,2006,7,TOYOTA,COROLLA,Benzine,1,0,142.29,71.14,73.2,4890,0.328767123,2013
349,LV,Passenger car,Regular,81,1670,Gaiši peleka,2006,6,TOYOTA,COROLLA,Benzine,0,0,142.29,71.14,311.4,8340,1,2012
350,LV,Passenger car,Regular,75,1895,Gaiši peleka,2010,2,SKODA,OCTAVIA,Benzine,1,0,142.29,71.14,451.4,11890,1,2012
351,LV,Passenger car,Regular,86,1675,Balta,2012,2,NISSAN,JUKE,Benzine,1,0,140,70,533.9,16300,1,2014
352,LV,Passenger car,Regular,86,1675,Balta,2012,1,NISSAN,JUKE,Benzine,1,0,142.29,71.14,486.8,17190,1,2013
353,LV,Passenger car,Regular,86,1675,Balta,2012,0,NISSAN,JUKE,Benzine,1,0,142.29,71.14,566.5,20460,1,2012
354,LV,Passenger car,Regular,86,1675,Balta,2012,0,NISSAN,JUKE,Benzine,0,0,142.29,71.14,416.5,17300,1,2012
355,LV,Passenger car,Regular,86,1675,Melna,2012,0,NISSAN,JUKE,Benzine,0,1,142.29,71.14,596.2,20550,1,2012
356,LV,Passenger car,Regular,86,1675,Sarkana,2012,1,NISSAN,JUKE,Benzine,1,1,142.29,71.14,389.7,15650,1,2013
357,LV,Passenger car,Regular,86,1675,Kiršu,2013,1,NISSAN,JUKE,Benzine,1,1,140,70,336.4,17990,1,2014
358,LV,Passenger car,Regular,86,1830,Melna,2013,0,NISSAN,QASHQAI,Benzine,0,1,142.29,71.14,468.2,18290,1,2013
359,LV,Passenger car,Regular,86,1830,Violeta,2013,0,NISSAN,QASHQAI,Benzine,0,1,142.29,71.14,507.8,21540,1,2013
360,LV,Passenger car,Regular,88,1650,Sarkana,2007,7,PEUGEOT,207,Benzine,0,1,140,70,158.3,4000,0.75890411,2014
361,LV,Passenger car,Regular,88,1685,Tumši bruna un gaiši peleka,2007,7,MINI,COOPER CLUBMAN,Benzine,1,0,140,70,333.9,12200,1,2014
362,LV,Passenger car,Regular,88,1685,Tumši bruna un gaiši peleka,2007,6,MINI,COOPER CLUBMAN,Benzine,1,0,142.29,71.14,368.8,25810,1,2013
363,LV,Passenger car,Regular,91,1750,Gaiši peleka,2007,5,TOYOTA,AURIS,Benzine,0,0,142.29,71.14,358.2,7740,1,2012
364,LV,Passenger car,Regular,91,1750,Gaiši peleka,2007,5,TOYOTA,AURIS,Benzine,0,1,142.29,71.14,267.7,8450,1,2012
365,LV,Passenger car,Regular,91,1750,Gaiši zila,2007,5,TOYOTA,AURIS,Benzine,0,1,140,70,250.9,7640,1,2012
366,LV,Passenger car,Regular,91,1750,Sarkana,2007,5,TOYOTA,AURIS,Benzine,1,1,142.29,71.14,256.2,8190,1,2012
367,LV,Passenger car,Regular,91,1750,Sarkana,2007,5,TOYOTA,AURIS,Benzine,0,1,142.29,71.14,279.7,8450,1,2012
368,LV,Passenger car,Regular,91,1750,Tumši peleka,2007,7,TOYOTA,AURIS,Benzine,0,1,140,70,273.6,9000,1,2014
369,LV,Passenger car,Regular,95,2035,Gaiši peleka,2008,5,TOYOTA,COROLLA VERSO,Benzine,1,1,140,70,301.1,9200,1,2013
370,LV,Passenger car,Regular,95,2035,Gaiši zila,2008,4,TOYOTA,COROLLA VERSO,Benzine,1,1,142.29,71.14,324.8,13250,1,2012
371,LV,Passenger car,Regular,95,2035,Gaiši zila,2008,6,TOYOTA,COROLLA VERSO,Benzine & Gas,1,1,140,70,252.8,11610,1,2014
372,LV,Passenger car,Regular,95,2035,Gaiši zila,2008,5,TOYOTA,COROLLA VERSO,Benzine & Gas,1,1,142.29,71.14,267.6,12180,1,2013
373,LV,Passenger car,Regular,80,2000,Melna,2014,0,MERCEDES BENZ,A180,Diesel,0,1,140,70,859.1,30300,1,2014
374,LV,Passenger car,Regular,81,1670,Gaiši peleka,2006,7,TOYOTA,COROLLA,Benzine,1,1,142.29,71.14,90.3,5290,0.230136986,2013
375,LV,Passenger car,Regular,81,1670,Gaiši peleka,2006,6,TOYOTA,COROLLA,Benzine,1,1,142.29,71.14,286.8,5860,1,2012
376,LV,Passenger car,Regular,88,1830,Gaiši peleka,2004,9,MAZDA,6,Benzine,0,0,142.29,71.14,296.5,4070,1,2013
377,LV,Passenger car,Regular,88,1885,Balta,2010,3,MAZDA,6,Benzine,1,1,142.29,71.14,408.7,12890,0.843835616,2013
378,LV,Passenger car,Regular,88,1885,Balta,2010,2,MAZDA,6,Benzine,1,1,142.29,71.14,343.3,15030,1.002739726,2012
379,LV,Passenger car,Regular,88,1925,Melna,2010,3,MAZDA,6,Benzine,1,1,142.29,71.14,324.8,13060,0.753424658,2013
380,LV,Passenger car,Regular,88,1925,Melna,2010,2,MAZDA,6,Benzine,1,1,142.29,71.14,350.4,14630,1.002739726,2012
381,LV,Passenger car,Regular,96,2100,Melna,2005,9,FORD,MONDEO,Benzine,1,0,140,70,220.1,4790,1,2014
382,LV,Passenger car,Regular,96,2100,Melna,2005,8,FORD,MONDEO,Benzine,1,0,142.29,71.14,276.2,5010,1,2013
383,LV,Passenger car,Regular,96,2100,Melna,2005,7,FORD,MONDEO,Benzine,1,0,142.29,71.14,256,6020,1,2012
384,LV,Passenger car,Regular,103,1900,Balta,2011,1,MITSUBISHI,LANCER,Benzine,1,0,142.29,71.14,475.2,17530,1,2012
385,LV,Passenger car,Regular,103,1900,Melna,2011,1,MITSUBISHI,LANCER,Benzine,1,1,142.29,71.14,167.8,14650,0.336986301,2012
386,LV,Passenger car,Regular,105,1850,Melna,2008,5,MITSUBISHI,LANCER,Benzine,1,1,142.29,71.14,386.8,9340,1,2013
387,LV,Passenger car,Regular,105,1850,Sarkana,2008,5,MITSUBISHI,LANCER,Benzine,1,1,140,70,5.2,7000,0.019178082,2013
388,LV,Passenger car,Regular,105,1850,Sarkana,2008,4,MITSUBISHI,LANCER,Benzine,1,1,140,70,327.8,9000,1,2012
